MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02003296,"Corringham North & London Gateway",0,375.0,1646.36,15.916,0,0.00,0.00,0.00,0
E02003297,"Corringham South",0,171.0,766.24,19.642,0,0.00,2040.82,0.00,0
E02003298,"Stanford East",0,171.0,92.22,10.912,0,0.00,0.00,0.00,0
E02003299,"Orsett",0,999.0,607.56,24.626,0,0.00,0.00,0.00,0
E02003300,"Stanford West",0,171.0,517.49,18.965,1,0.00,174.28,0.00,0
E02003301,"North Ockendon",0,597.0,1419.81,25.983,1,0.00,0.00,15897.25,0
E02003302,"South Ockendon",0,138.0,513.16,13.933,0,0.00,1736.46,0.00,0
E02003303,"Aveley",0,437.0,950.38,13.474,0,0.00,0.00,0.00,0
E02003304,"Stifford Clays",0,394.0,262.63,13.677,0,0.00,0.00,0.00,0
E02003305,"Little Thurrock North",0,394.0,564.81,14.490,0,0.00,0.00,0.00,0
E02003307,"Chadwell St Mary",0,394.0,806.05,19.058,0,0.00,0.00,0.00,0
E02003308,"East Tilbury",0,486.0,425.93,10.690,0,0.00,0.00,17346.06,0
E02003309,"Little Thurrock South",0,394.0,515.17,3.630,0,0.00,148.94,27420.13,0
E02003310,"Purfleet",0,647.0,16392.55,42.537,13,139756.81,17621.33,218971.12,0
E02003311,"Grays Chafford Gorges & Orsett Road",0,573.0,708.38,24.154,3,0.00,5805.86,0.00,0
E02003312,"Grays Town",0,461.0,1454.10,4.998,1,0.00,2974.55,0.00,0
E02003313,"Tilbury",0,207.0,3173.15,21.431,0,424344.11,7653.29,68066.69,0
E02006859,"South Chafford",0,299.0,1449.68,8.184,2,0.00,7074.05,0.00,0
E02006926,"Chafford & North Stifford",0,394.0,1126.91,13.088,1,0.00,0.00,0.00,0
