MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02005240,"Barnoldswick North",241,140.0,1385.27,12.787,0,0.00
E02005241,"Barnoldswick South",297,743.0,455.11,13.437,2,0.00
E02005242,"Earby & Salterforth",255,345.0,1204.06,16.497,2,0.00
E02005243,"Colne Horsfield",537,76.0,1019.41,4.038,5,0.00
E02005244,"Colne Vivary Bridge",597,76.0,875.37,3.968,0,0.00
E02005245,"East Colne",438,140.0,554.32,6.481,0,0.00
E02005246,"Colne Waterside",562,76.0,2088.15,6.437,0,0.00
E02005247,"Barrowford",575,343.0,773.54,21.463,0,0.00
E02005248,"Nelson Bradley",583,209.0,878.67,9.885,0,0.00
E02005249,"Nelson East",533,209.0,218.37,9.766,2,0.00
E02005250,"Nelson West",563,209.0,1176.79,21.649,1,0.00
E02005251,"Marsden",488,241.0,171.17,6.496,0,0.00
E02005252,"Brierfield & Reedley",566,453.0,338.27,12.934,0,0.00
