MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02000960,"St John's Wood North",0,1253.0,93.20,14.409,52,0.00,0.00,0.00,0
E02000961,"Abbey Road",0,1671.0,326.84,12.506,82,0.00,0.00,283.31,0
E02000962,"St John's Wood South",0,1021.0,274.84,31.756,32,0.00,0.00,0.00,0
E02000963,"Queen's Park Gardens",0,686.0,98.45,0.604,76,0.00,0.00,0.00,0
E02000964,"Maida Hill",0,1336.0,130.93,12.402,92,0.00,735.15,0.00,0
E02000965,"Maida Vale",0,1081.0,293.76,3.811,72,0.00,0.00,0.00,0
E02000966,"Little Venice",0,1024.0,408.12,4.360,99,0.00,0.00,0.00,0
E02000967,"Regent's Park",0,1706.0,362.34,3.012,24,0.00,0.00,1239.67,0
E02000968,"Church Street",0,1846.0,381.63,12.026,27,0.00,0.00,1605.27,0
E02000969,"Westbourne",0,1489.0,974.37,3.301,23,0.00,0.00,1558.25,0
E02000970,"Marylebone & Park Lane",0,2450.0,546.11,0.461,87,0.00,1476.26,0.00,0
E02000971,"Bryanston & Dorset Square",0,2299.0,942.62,2.170,43,0.00,1758.55,0.00,0
E02000972,"Fitzrovia West & Soho",0,2554.0,516.62,0.055,58,0.00,0.00,0.00,0
E02000973,"Westbourne Grove",0,1046.0,269.70,3.474,76,0.00,0.00,822.00,0
E02000974,"Paddington & St George's Fields",0,1439.0,105.43,14.361,29,0.00,0.00,0.00,0
E02000975,"Bayswater East",0,593.0,278.77,3.721,25,0.00,0.00,0.00,0
E02000976,"Queensway",0,593.0,9.37,4.510,44,0.00,95.24,0.00,0
E02000977,"Strand",0,1120.0,1323.02,0.000,55,0.00,636.64,0.00,0
E02000978,"Knightsbridge",0,2524.0,1627.86,9.056,90,0.00,1200.74,0.00,0
E02000979,"Central Westminster",0,2978.0,472.36,1.431,31,0.00,0.00,279.65,0
E02000980,"Millbank",0,402.0,148.57,0.000,17,0.00,0.00,0.00,0
E02000981,"Pimlico North",0,257.0,33.46,0.000,32,0.00,366.48,0.00,0
E02000982,"Victoria",0,874.0,357.44,0.000,16,0.00,0.00,0.00,0
E02000983,"Pimlico South",0,402.0,110.22,0.000,23,0.00,0.00,0.00,0
