MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02005612,"Rowlett",0,602.0,705.46,18.578,0,0.00,1410.09,3968.41
E02005613,"Corby North",0,167.0,441.23,9.841,0,0.00,317.58,0.00
E02005614,"Corby Village & Weldon",0,547.0,10722.54,49.671,0,86015.06,24482.21,471055.07
E02005615,"Corby Lodge Park",0,287.0,7.34,19.850,0,0.00,0.00,0.00
E02005616,"Corby Town",0,287.0,1785.10,15.116,0,0.00,1289.48,0.00
E02005617,"Corby Kingswood",0,120.0,108.27,23.577,0,0.00,1521.39,0.00
E02005629,"King's Cliffe",0,938.0,837.25,39.908,0,0.00,0.00,2498.09
E02005630,"Oundle",0,1087.0,1969.43,78.949,0,0.00,3193.78,14564.50
E02005631,"Thrapston & Brigstock",0,579.0,2041.30,65.518,0,97818.34,1600.57,0.00
E02005632,"Ringstead",0,418.0,4725.06,28.401,0,0.00,1229.24,0.00
E02005633,"Raunds",0,158.0,2340.20,22.690,0,0.00,1147.00,68813.17
E02005634,"Irthlingborough",0,401.0,1517.45,18.292,0,0.00,2600.63,2474.22
E02005635,"Higham Ferrers",0,335.0,270.64,31.093,0,0.00,556.54,0.00
E02005636,"Rushden West & North",0,569.0,3698.49,31.781,0,0.00,17419.48,13119.89
E02005637,"Rushden East",0,177.0,944.93,35.817,0,0.00,2458.50,3170.47
E02005638,"Rushden South",0,177.0,407.39,16.092,0,0.00,0.00,0.00
E02005639,"Geddington",0,2380.0,1340.42,35.863,0,0.00,0.00,166515.15
E02005640,"Desborough",0,680.0,1072.84,40.149,0,0.00,966.07,45498.47
E02005641,"Rothwell",0,345.0,1200.04,54.299,0,0.00,0.00,0.00
E02005642,"Kettering Brambleside",0,85.0,798.11,4.722,0,0.00,0.00,0.00
E02005643,"Kettering Avondale Grange",0,1527.0,839.52,7.524,0,0.00,412.38,0.00
E02005644,"Kettering Central East",0,1527.0,2562.12,8.493,0,0.00,5229.94,0.00
E02005645,"Kettering Town & West",0,1787.0,6134.74,70.926,0,4610.63,19241.82,673.58
E02005646,"Kettering East",0,1442.0,525.48,18.109,0,0.00,0.00,0.00
E02005647,"Kettering South",0,1442.0,3107.48,28.436,0,0.00,11016.74,8858.57
E02005648,"Barton Seagrave",0,1442.0,124.79,29.143,0,0.00,412.30,0.00
E02005649,"Burton Latimer",0,2365.0,1734.71,61.589,0,0.00,1165.77,49727.82
E02005692,"Finedon",0,1081.0,0.00,23.227,0,0.00,132.13,0.00
E02005693,"Rixon",0,401.0,74.76,7.910,0,0.00,435.95,0.00
E02005694,"Redwell",0,243.0,24.89,12.075,0,0.00,349.99,0.00
E02005695,"Victoria & Isebrook",0,465.0,965.22,35.986,0,0.00,2757.19,1018.53
E02005696,"Queensway",0,243.0,49.57,6.168,0,0.00,561.47,154284.12
E02005697,"Central Wellingborough",0,243.0,1916.57,13.378,0,0.00,9520.47,0.00
E02005698,"Brickhill",0,243.0,444.76,4.865,0,0.00,6626.65,0.00
E02005699,"Croyland",0,243.0,2187.28,6.602,0,8144.70,9696.57,19685.77
E02005700,"Earls Barton & Great Doddington",0,1467.0,1732.92,51.361,0,0.00,1008.60,26955.68
E02005701,"Irchester",0,711.0,311.04,70.532,0,0.00,289.23,126544.70
E02006862,"Great Oakley and Danesholme",0,120.0,871.96,12.799,0,0.00,2226.64,17539.02
E02006863,"Snatchill",0,120.0,898.00,16.841,0,0.00,6738.79,0.00
