MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02001708,"Kingston Park & Dinnington",281,444.0,3209.76,95.954,7,0.00,1571.10,1102.01
E02001709,"North Gosforth",263,604.0,2796.82,41.846,1,0.00,5982.78,0.00
E02001710,"Fawdon South",269,295.0,607.51,43.981,10,0.00,1591.98,0.00
E02001711,"Woolsington & Airport",287,698.0,7205.22,39.037,13,0.00,0.00,0.00
E02001712,"South Gosforth",248,383.0,428.04,44.854,2,0.00,3700.91,0.00
E02001713,"Coxlodge & West Gosforth",252,532.0,1448.61,121.666,9,0.00,3193.58,0.00
E02001714,"High Heaton",281,512.0,4940.16,52.239,4,0.00,2965.48,0.00
E02001715,"Kenton",273,452.0,2532.84,37.609,2,0.00,17060.01,0.00
E02001718,"Blakelaw",283,395.0,102.40,13.078,1,0.00,0.00,0.00
E02001719,"North Heaton",304,200.0,1424.96,28.534,1,0.00,9562.12,2064.35
E02001720,"North Jesmond",272,88.0,193.10,15.064,0,0.00,652.97,0.00
E02001721,"Throckley & Newburn",267,223.0,712.47,29.434,0,0.00,2237.83,2001.99
E02001722,"Denton",277,100.0,471.14,16.821,0,0.00,6618.45,0.00
E02001723,"Cowgate",275,202.0,401.94,8.088,1,0.00,6136.60,0.00
E02001724,"South Jesmond & Sandyford",289,160.0,156.81,18.506,0,0.00,0.00,0.00
E02001725,"Heaton South",296,257.0,564.86,25.830,2,0.00,0.00,0.00
E02001726,"Fenham",268,325.0,486.65,28.858,0,0.00,1906.72,0.00
E02001727,"Walkergate",272,240.0,908.84,6.488,2,0.00,0.00,0.00
E02001728,"Lemington",278,123.0,154.92,23.535,2,0.00,1148.23,177.10
E02001729,"Nunsmoor",269,190.0,2996.35,9.587,1,0.00,0.00,0.00
E02001730,"Shieldfield & Heaton Park",286,273.0,2314.72,15.885,31,0.00,155.40,0.00
E02001731,"City Centre & Arthur's Hill",292,542.0,8038.80,16.273,104,0.00,371.28,0.00
E02001732,"Scotswood",284,225.0,1220.89,20.157,0,0.00,1133.14,0.00
E02001733,"Byker",256,128.0,3984.73,15.640,10,0.00,19146.36,2305.82
E02001734,"Benwell",275,225.0,274.25,15.873,0,0.00,0.00,0.00
E02001735,"Walker North",239,128.0,144.67,3.910,0,0.00,0.00,0.00
E02001736,"Elswick",261,382.0,4215.60,15.658,3,0.00,5935.86,0.00
E02001737,"Walker South",232,128.0,1026.42,6.905,0,0.00,2099.30,0.00
E02006893,"Westerhope",269,100.0,560.27,22.505,2,0.00,3540.55,0.00
