MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02003794,"Elton",732,994.0,4343.37,41.221,4,0.00
E02003795,"Capenhurst",614,680.0,10048.39,13.843,4,0.00
E02003796,"Upton East",585,434.0,496.14,22.155,0,0.00
E02003797,"Upton West & Heath",519,434.0,4067.35,28.797,0,0.00
E02003798,"Blacon North",407,273.0,340.42,3.571,0,0.00
E02003799,"Blacon South",368,273.0,309.35,5.141,0,0.00
E02003800,"Kelsall",526,404.0,262.50,36.905,1,0.00
E02003801,"Vicars Cross & Hoole East",610,710.0,247.44,19.211,0,0.00
E02003802,"Chester Boughton West & Hoole",523,917.0,2334.07,96.777,4,0.00
E02003803,"Chester City & Garden Quarter",407,434.0,12458.76,26.312,5,0.00
E02003804,"Chester Boughton East",588,710.0,531.30,30.104,0,0.00
E02003805,"Christleton",580,549.0,1284.70,32.471,0,0.00
E02003806,"Boughton Heath & Huntington",563,276.0,2119.54,29.582,0,0.00
E02003807,"Chester Handbridge Park",412,480.0,1214.74,33.366,0,0.00
E02003808,"Lache",437,207.0,61.00,18.866,0,0.00
E02003809,"Dodleston",271,884.0,11650.13,82.129,6,413.12
E02003810,"Churton",127,443.0,1757.40,57.341,0,0.00
E02003841,"Neston & Parkgate",299,234.0,2294.50,46.412,2,37187.39
E02003842,"Hooton",451,449.0,3143.28,38.813,4,0.00
E02003843,"Little Sutton North & Overpool",570,220.0,737.20,17.260,0,0.00
E02003844,"Little Neston",303,135.0,310.23,22.246,0,0.00
E02003845,"Ellesmere Port Town & Rossmore",633,220.0,16598.07,30.439,8,0.00
E02003846,"Little Sutton East",496,220.0,413.22,18.468,0,0.00
E02003847,"Little Sutton West",506,384.0,499.86,30.904,0,0.00
E02003848,"Ellesmere Port Pooltown Road",548,220.0,801.65,6.732,1,0.00
E02003849,"Wolverham & Stanlow",596,270.0,11622.91,13.930,1,0.00
E02003850,"Great Sutton",548,111.0,0.00,13.000,0,0.00
E02003851,"Whitby & Stanney Woods",606,381.0,3146.13,8.071,2,0.00
E02003852,"Ellesmere Port South",588,111.0,125.55,15.534,0,0.00
E02003874,"Frodsham",706,173.0,1689.39,52.148,2,0.00
E02003875,"Comberbach",759,1215.0,2881.56,48.071,0,0.00
E02003876,"Barnton",725,530.0,389.93,25.778,0,0.00
E02003877,"Helsby & Kingsley",630,454.0,1875.14,60.771,2,0.00
E02003878,"Lostock & Wincham",735,1173.0,3356.87,40.304,1,60216.08
E02003879,"Northwich Central & Winnington",652,530.0,7015.14,118.722,5,0.00
E02003880,"Weaverham",690,281.0,443.66,29.667,0,0.00
E02003881,"Greenbank",655,530.0,710.57,28.111,2,0.00
E02003882,"Rudheath West & Leftwich",722,249.0,139.19,23.333,0,0.00
E02003883,"Hartford & Kingsmead",694,530.0,1557.56,45.333,0,0.00
E02003884,"Sandiway",672,968.0,2156.43,50.510,0,0.00
E02003885,"Davenham & Moulton",686,780.0,540.00,20.270,0,0.00
E02003886,"Wharton",629,250.0,5594.11,12.268,0,0.00
E02003887,"Winsford North",552,137.0,1107.29,9.955,0,0.00
E02003888,"Winsford Central",596,250.0,5123.07,30.032,0,0.00
E02003889,"Winsford Over",537,137.0,620.17,10.810,0,0.00
E02003890,"Winsford Glebe Green",512,137.0,1299.32,12.887,0,0.00
E02003891,"Tarporley & Eddisbury Hill",494,546.0,7545.65,66.565,2,0.00
