MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02002515,"Redcar Town & Coatham",182,110.0,2201.75,11.054,1,0.00,373.12,0.00
E02002516,"Redcar Lakes North",185,110.0,484.35,6.371,0,0.00,0.00,0.00
E02002517,"Dormanstown",193,196.0,1510.23,14.544,4,338564.22,0.00,0.00
E02002518,"Redcar East",176,110.0,623.15,9.175,2,0.00,4497.25,0.00
E02002519,"Redcar Lakes South",194,142.0,629.95,6.323,0,0.00,0.00,0.00
E02002520,"Marske",191,201.0,650.71,29.075,4,0.00,0.00,0.00
E02002521,"Saltburn",167,59.0,1124.94,13.014,0,0.00,1826.21,0.00
E02002523,"Grangetown",235,68.0,0.00,5.729,0,0.00,0.00,0.00
E02002524,"Brotton",137,77.0,116.84,9.207,0,0.00,0.00,0.00
E02002525,"Eston",245,164.0,146.90,5.620,0,0.00,0.00,0.00
E02002526,"Skelton",160,132.0,852.25,18.522,1,0.00,7040.90,0.00
E02002527,"Loftus & Skinningrove",115,18.0,144.39,4.957,1,0.00,0.00,0.00
E02002529,"Bankfields",191,126.0,271.51,4.591,2,0.00,0.00,0.00
E02002530,"Boosbeck",118,132.0,977.72,12.604,0,0.00,0.00,713.62
E02002532,"Guisborough North",175,127.0,1266.21,20.634,5,0.00,9365.19,0.00
E02002533,"Guisborough West",139,55.0,146.02,12.799,0,0.00,0.00,0.00
E02002534,"Guisborough Outer & Upleatham",126,249.0,974.43,12.840,2,0.00,0.00,0.00
E02006812,"Ormesby",306,111.0,242.99,27.400,0,0.00,0.00,0.00
E02006910,"South Bank & Teesville",221,72.0,2450.38,13.044,0,0.00,9275.94,0.00
