MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02001132,"Littleborough North & Calderbook",650,126.0,156.77,23.529,1,0.00,2146.54,0.00,0
E02001133,"Littleborough West & Wardle",658,186.0,325.82,13.628,0,0.00,0.00,0.00,0
E02001134,"Littleborough South & Smithy Bridge",842,326.0,1124.54,13.889,0,0.00,1144.92,0.00,0
E02001135,"Hurstead & Smallbridge",743,326.0,207.49,9.618,0,0.00,363.82,0.00,0
E02001136,"Healey",772,129.0,338.19,17.021,0,0.00,0.00,0.00,0
E02001137,"Hooley Bridge & Norden West",751,695.0,567.66,13.316,0,0.00,0.00,0.00,0
E02001138,"Norden East & Bagslate Moor",741,333.0,303.98,15.056,0,0.00,1039.20,0.00,0
E02001139,"Wardleworth & Newbold Brow",808,269.0,476.61,14.498,0,0.00,0.00,0.00,0
E02001140,"Spotland Bridge",855,473.0,196.38,12.883,0,0.00,250.64,0.00,0
E02001141,"Central Rochdale & Mandale Park",895,530.0,3772.03,63.435,17,0.00,10147.19,0.00,0
E02001142,"Springfield Park",849,296.0,374.72,9.558,0,0.00,0.00,0.00,0
E02001143,"Kingsway",934,344.0,1206.32,12.472,1,1009.85,7080.64,0.00,0
E02001144,"Milnrow West",975,140.0,374.39,8.100,0,55342.13,874.88,0.00,0
E02001145,"Milnrow East & Newhey",953,197.0,243.24,8.548,0,0.00,0.00,0.00,0
E02001146,"Deeplish",912,530.0,1576.52,25.309,6,0.00,0.00,0.00,0
E02001147,"Balderstone & Kirkholt",925,474.0,378.65,13.964,0,0.00,0.00,0.00,0
E02001148,"Castleton & Trub",912,377.0,2465.14,21.425,2,0.00,164.03,3474.67,0
E02001149,"Heywood Town",877,92.0,1007.50,20.897,0,56116.07,8940.22,17010.68,0
E02001150,"Heywood Heap Bridge & Darnhill",837,362.0,1342.32,10.705,0,770130.64,278.05,1917.22,0
E02001151,"Heywood Hopwood & Siddal Moor",981,469.0,1821.19,13.009,2,75120.84,322.96,5721.45,0
E02001152,"North Middleton & Stakehill",943,173.0,1809.29,20.072,0,0.00,1294.10,0.00,0
E02001153,"Langley & Wood Side",897,265.0,1188.63,24.318,3,0.00,0.00,0.00,0
E02001154,"Middleton East",889,173.0,431.92,12.819,0,0.00,0.00,0.00,0
E02001155,"Middleton Town & Rhodes",893,173.0,3237.40,29.404,5,0.00,11076.50,0.00,0
E02001156,"Alkrington",948,229.0,721.63,11.540,0,0.00,0.00,0.00,0
