MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres
E02006188,"Fulford & Meir Heath",0,410.0,322.32,14.333,0,0.00
E02006189,"Barlaston",0,1027.0,3407.56,36.435,0,0.00
E02006190,"Stone Town",0,157.0,1623.90,50.231,1,0.00
E02006191,"Little Stoke & Milwich",0,444.0,1459.37,55.890,2,208727.95
E02006192,"Eccleshall & Yarnfield",0,504.0,2996.49,49.899,2,0.00
E02006193,"Stafford Common & Great Bridgeford",0,314.0,1209.00,16.109,1,69655.22
E02006194,"Doxey & Holmcroft",0,153.0,1418.64,11.200,1,0.00
E02006195,"Weston & Haywood",0,647.0,2076.96,39.904,2,0.00
E02006196,"Stafford North East",0,153.0,437.33,8.044,2,0.00
E02006197,"Central Stafford",0,344.0,9265.11,33.654,10,0.00
E02006198,"Littleworth & Hopton",0,505.0,2450.94,27.062,13,0.00
E02006199,"Rowley & Derrington",0,657.0,811.54,81.896,0,0.00
E02006200,"Highfields & Burton Manor",0,191.0,361.58,22.276,0,0.00
E02006201,"Weeping Cross & Brocton",0,526.0,1239.28,35.900,0,0.00
E02006202,"Gnosall & Haughton",0,374.0,624.24,39.609,0,0.00
E02006203,"Mosspit & Silkmore Lane",0,191.0,1008.14,21.000,2,0.00
